,Problem_Slug,Description,Plag_Slug_Percentage
83,1q6xra,"Examine the following given code and check that you can update the given code or not?setStudent() { 
let student= {
name: ""JOHN"",
ID: ""102"",
number: ""0000000000"",
};
this.reactiveForm.set(""Student"").setValue(student);
 
};
 You need to replace .set to .get","[['1q6xra', 70.26]]"
84,gb6ge4,"Examine the below-given code and select a line which defines that the following code from the Template driven code.export class HomeComponent {
email= new FormControl('');
}
p
Email:
input type=""text"" [formControl]=""email""
/p
email= new FormControl('');
","[['gb6ge4', 79.93]]"
85,ao693g,"Identify the type of Form from the code snippet.export class HomeComponent {
name= new FormControl('');
}
p
Name:
input type=""text"" [formControl]=""name""
/p
Template driven Form","[['ao693g', 70.49]]"
86,q6g8do,"what does service.data$ indicate in the following code ? :- import { Injectable } from '@angular/core';
import { Http, Response } from '@angular/http';
import { Observable, ReplaySubject } from 'rxjs';
@Injectable()
export class CachedService {
data$: ObservableResponse = this.dataSubject.asObservable();
private dataSubject = new ReplaySubjectResponse(1);
constructor(private http: Http) { }
fetch() {
this.http.get(...).subscribe(res = this.dataSubject.next(res));
}
}
 Represents a stream of values","[['q6g8do', 81.75]]"
87,d08rxr,"Examine all the given code options and check which of the following code is able to update that data successfully?updateProfile() {
this.LinaProfile.PatchValue({
Name: lina,
ID: {
Voter_id: XXXXXXXXXX,
}
});
}
","[['d08rxr', 75.79]]"
88,n1m6ry,"Someone is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him How will you parallelize multiple observable calls?import { HttpClient } from '@angular/common/http';
import { Injectable } from '@angular/core';
import { Observable } from 'rxjs/Observable';
import { forkJoin } from 'rxjs';
@Injectable()
export class DataService {

constructor(private http: HttpClient) { }

public requestDataFromMultipleSources(): Observableany[] {
let response1 = this.http.get(requestUrl1);
let response2 = this.http.get(requestUrl2);
let response3 = this.http.get(requestUrl3);

return forkJoin([response1, response2, response3]);
}
}import { Component, OnInit } from '@angular/core';
import { DataService } from ""../data.service"";

@Component({
selector: 'app-page',
templateUrl: './page.component.html',
styleUrls: ['./page.component.css']
})
export class DemoComponent implements OnInit {
public responseData1: any;
public responseData2: any;
public responseData3: any;

constructor(private dataService: DataService) {}

ngOnInit() {
this.dataService.requestDataFromMultipleSources().subscribe(responseList = {
this.responseData1 = responseList[0];
this.responseData2 = responseList[1];
this.responseData3 = responseList[1];
});
}
}
",[]
89,bnve6y,"James is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him. How will you intercept HTTP to inject a header to each HTTP call?import {HttpEvent, HttpHandler, HttpInterceptor, HttpRequest} from '@angular/common/http';
import {Injectable} from '@angular/core';
import {Observable} from 'rxjs';
 
@Injectable()
export class CustomHttpInterceptorService implements HttpInterceptor {
 
intercept(request: HttpRequestany, next: HttpHandler): ObservableHttpEventany {
request = request.clone({headers: request.headers.set('Content-Type', 'application/json')});
if (!request.headers.has('Accept')) {
request = request.clone({headers: request.headers.set('Accept', 'application/json')});
}
request = request.clone({headers: request.headers.set('Accept-Language', 'fr-FR')});
return next.handle(request);
}
}import {HTTP_INTERCEPTORS} from '@angular/common/http';
import { BrowserModule } from '@angular/platform-browser';
import { NgModule } from '@angular/core';
 
import { AppComponent } from './app.component';
 
@NgModule({
declarations: [
AppComponent
],
imports: [
BrowserModule
],
providers: [
{provide: HTTP_INTERCEPTORS, useClass: CustomHttpInterceptorService, multi: true},
],
bootstrap: [AppComponent]
})
export class AppModule { }
",[]
90,wpbenm,"Jordan is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him.What is the correct method to unsubscribe from Observables in Angular?export class SimpleComponent implements OnInit, OnDestroy {
constructor(private route: ActivatedRoute,
private http: Http) {
}
ngOnInit() {
this.route.params
.takeUntil(componentDestroyed(this))
.subscribe(params = {

});
this.http.get(""/load"")
.takeUntil(componentDestroyed(this))
.subscribe(result = {

});
}
ngOnDestroy() {

}
}
","[['rld5eo', 81.84], ['wpbenm', 65.08]]"
91,xqmonx,"Which one of the following options is the correct method to use the tap Operator?getProducts(): Observableany[] {
return this.http.getany[](apiUrl)
.pipe(
tap(product = console.log('fetched products')),
mapError(this.handleError('getProducts', []))
);
}
",[]
92,8y4epa,"John is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the problem, he approaches you to help him and tell him.How would you cache observable data in angular?import { Injectable } from '@angular/core';
import { Http, Response } from '@angular/http';
import { Observable, ReplaySubject } from 'rxjs';

@Injectable()
export class CachedService {
data$: ObservableResponse = this.dataSubject.asObservable();

private dataSubject = new ReplaySubjectResponse(1);

constructor(private http: Http) { }

fetch() {
this.http.get(...).subscribe(res = this.dataSubject.next(res));
}
}
","[['bnvd19', 81.93], ['vbg9yg', 66.93]]"
93,6y9m33,Out of the Following options which one of them is the correct structure for Injecting HttpClient into the root module in Angular Framework?None of these,"[['6y9m33', 93.77], ['oq3loq', 88.46], ['lq14br', 67.2]]"
94,8y4eya,"You are implementing a dependency injection service in your angular application :app.component.ts : 
@Component({
selector: ""my-grandChild"",
template: `
div class=""box""
GrandChildComponent = {{ randomNo }}
div class=""dirbox"" testDirectivefdf/div
/div
`,
providers: []
})
export class GrandChildComponent {
randomNo;
constructor(___________________) {
this.randomNo = randomService?.RandomNo;
}
}

random.service.ts : 

@Injectable({
providedIn: ""root""
})
export class RandomService {}
You have the requirement such that If the dependency is not found, then it returns null instead of throwing an errorChoose the correct from the following options?@Optional() @Self() private randomService: RandomService
","[['8y4eya', 76.26], ['wpbepm', 66.61]]"
95,xqmoqx,"You are implementing a dependency injection services in your angular application :app.component.ts : 
@Component({
selector: ""my-grandChild"",
template: `
div class=""box""
GrandChildComponent = {{ randomNo }}
div class=""dirbox"" testDirectivefdf/div
/div
`,
providers: [RandomService]
})
export class GrandChildComponent {
randomNo;
constructor(_________________) {
this.randomNo = randomService.RandomNo;
}
}

random.service.ts : 

@Injectable({
providedIn: ""root""
})
export class RandomService {}
You have the requirement such that not to look for the injector in the local injector, but start from the Parent.Choose the correct from the following options?@SkipSelf() private randomService: RandomService
","[['xqmoqx', 80.36], ['wpbepm', 69.16], ['lq14qr', 68.8]]"
96,lq14qr,"You are implementing a dependency injection service in your angular application :app.component.ts : 
@Component({
selector: ""my-grandChild"",
template: `
div class=""box""
GrandChildComponent = {{ randomNo }}
div class=""dirbox"" testDirectivefdf/div
/div
`,
providers: []
})
export class GrandChildComponent {
randomNo;
constructor(________________) {
this.randomNo = randomService.RandomNo;
}
}

random.service.ts : 

@Injectable({
providedIn: ""root""
})
export class RandomService {}
Do you have the requirement that the local injector is the injector that is part of the current component or directive?Choose the correct from the following options?@Self() private randomService: RandomService
","[['lq14qr', 80.05], ['xqmoqx', 69.73], ['wpbepm', 67.87]]"
97,yybry9,"You are implementing security services in your angular application :bypass-security.component.ts : 
@Component({
selector: 'app-bypass-security',
templateUrl: `h4A trusted URL:/h4
pa class=""e2e-trusted-url"" [href]=""trustedUrl""Click me/a/p`,
})
export class BypassSecurityComponent {
dangerousUrl: string;
trustedUrl: SafeUrl;
dangerousVideoUrl!: string;

constructor(________________) {
this.dangerousUrl = 'javascript:alert(""Hi Angular Site"")';
this.trustedUrl = sanitizer.bypassSecurityTrustUrl(this.dangerousUrl);
}
Fill the blanks with the right options from the following?private sanitizer: DomSanitizer
","[['yybry9', 78.6], ['oq3lqq', 77.91], ['6y9my3', 67.75]]"
98,6y9my3,"You are implementing a security services in your angular application :bypass-security.component.ts : 
@Component({
selector: 'app-bypass-security',
templateUrl: `h4A trusted URL:/h4
pa class=""e2e-trusted-url"" [href]=""trustedUrl""Click me/a/p`,
})
export class BypassSecurityComponent {
dangerousUrl: string;
trustedUrl: SafeUrl;
dangerousVideoUrl!: string;

constructor(private sanitizer: DomSanitizer) {
this.dangerousUrl = 'javascript:alert(""Hi Angular Site"")';
this.trustedUrl = sanitizer.bypassSecurityTrustUrl(this.dangerousUrl);
}
You get compile error check for DomSanitizer, Choose the correct namespace?import { DomSanitizer } from '@angular/platform-browser';
","[['6y9my3', 78.49], ['oq3lqq', 65.98]]"
99,oq3lqq,"You are implementing security services in your angular application :bypass-security.component.ts : 
@Component({
selector: 'app-bypass-security',
templateUrl: `h4A trusted URL:/h4
pa class=""e2e-trusted-url"" [href]=""trustedUrl""Click me/a/p`,
})
export class BypassSecurityComponent {
dangerousUrl: string;
trustedUrl: SafeUrl;
dangerousVideoUrl!: string;

constructor(private sanitizer: DomSanitizer) {
this.dangerousUrl = 'javascript:alert(""Hi Angular Site"")';
this.trustedUrl = ______________(this.dangerousUrl);
}
Fill the blanks with the right options from the following?sanitizer.bypassSecurityTrustUrl
","[['oq3lqq', 79.41], ['yybry9', 77.1], ['6y9my3', 67.75]]"
100,vbg9bg,"You are implementing a download service to download a file from the assets folder : Component file: download.component.ts
@Component({
selector: 'app-downloader'
______________________
})
export class DownloaderComponent {
contents: string | undefined;
constructor(private downloaderService: DownloaderService) {}

download() {
this.downloaderService.getTextFile('assets/textfile.txt')
.subscribe(results = this.contents = results);
}

downloader.service.ts : 

@Injectable()
export class DownloaderService {
constructor(
private http: HttpClient,
private messageService: MessageService // push the message) { }

getTextFile(filename: string) {
return this.http.get(filename, {responseType: 'text'})
.pipe(
tap(
data = this.log(filename, data),
error = this.logError(filename, error)
)
);
}

private log(filename: string, data: string) {
const message = `DownloaderService downloaded ""${filename}"" and got ""${data}"".`;
this.messageService.add(message);
}

private logError(filename: string, error: any) {
const message = `DownloaderService failed to download ""${filename}""; got error ""${error.message}"".`;
console.error(message);
this.messageService.add(message);
}
}
There is compile-time error as the Download service is not injected as root.Choose the correct option from the following?providers: [ DownloaderService ]
","[['vbg9bg', 84.44], ['3g1wgx', 78.0]]"
